,latent_mean_0,latent_mean_1,latent_mean_2,latent_mean_3,latent_mean_4,latent_mean_5,latent_mean_6,latent_mean_7,latent_mean_8,latent_mean_9,latent_logvar_0,latent_logvar_1,latent_logvar_2,latent_logvar_3,latent_logvar_4,latent_logvar_5,latent_logvar_6,latent_logvar_7,latent_logvar_8,latent_logvar_9,Gaussian_latent_var_feature_{i},Gaussian_latent_var_feature_{i},Gaussian_latent_var_feature_{i},Gaussian_latent_var_feature_{i},Gaussian_latent_var_feature_{i},Gaussian_latent_var_feature_{i},Gaussian_latent_var_feature_{i},Gaussian_latent_var_feature_{i},Gaussian_latent_var_feature_{i},Gaussian_latent_var_feature_{i}
0,-0.08189421,-0.017344547,0.0020695084,-0.020169623,-2.8260508,0.109608054,2.7316718,0.078759596,1.207525,-0.13975632,0.023081386,-0.0024457094,0.076635025,0.030837765,-1.4603145,-0.09792257,-0.6776931,0.053852245,-1.8821708,0.13677919,-2.2552772,1.176483,1.50372,-1.3089335,-2.7577205,-0.8008744,2.72276,-0.45889038,0.68407655,0.7291909
1,-0.0153233,0.051133737,0.059552725,-0.16504693,-2.9600499,0.10085556,3.624919,-0.0396775,-1.906563,0.056483597,-0.011187755,0.022177344,0.05511799,0.058000803,-1.1815242,-0.031272963,0.18981671,0.050781544,0.82706237,-0.025885046,2.1044037,1.3788095,0.31903803,-0.6167745,-2.7872496,-0.06936139,4.678904,2.2265778,0.32343316,1.555871
2,-0.047649287,0.01576437,-0.00043032563,-0.026773285,-0.39512664,0.028847571,-0.18066424,0.0117334,0.12842971,-0.022565909,-0.025568558,0.014365992,-0.016774694,-0.0036922637,-0.874699,0.0052678864,-2.7456782,0.017449388,-1.6865852,-0.0039615575,0.7471906,-1.0543488,-1.3039684,0.4737773,-1.4217503,0.3352642,-0.39979744,-1.8780698,-0.056105137,-0.5407541
3,-0.032222245,0.043446515,0.04836831,0.03745067,-0.07120394,0.022978643,1.7987905,0.07128826,1.8195649,-0.05724456,0.011859456,-0.035039727,-0.010957867,-0.019084478,-3.3484535,-0.09983949,-1.2638614,-0.004997339,-0.27444887,0.0997457,-0.22240339,-0.0739325,-0.6238393,-0.7616805,-0.068826176,0.07848739,3.3557746,-0.72667646,1.5991746,-1.7150038
4,-0.045963913,0.020247199,0.0058031296,-0.012608664,-0.34726152,0.025742803,0.059506565,0.0074971467,-0.5117644,-0.012320088,-0.01549174,6.481353e-05,-0.0018102429,-0.008835031,-1.9710367,0.022221668,-2.6992795,0.011801319,-1.694787,-0.021059271,-1.2208922,-0.13868567,1.4724932,-1.1784736,-0.3119568,-0.14082336,0.06678914,0.878701,0.032193422,-1.628411
5,-0.14088614,0.0151943285,-0.066502914,0.08167678,0.5778487,0.096064776,2.0625014,0.17233223,1.7992723,-0.20291123,0.04303404,-0.04421214,0.16185641,-0.014640355,-5.6259193,-0.14045702,-1.9083197,0.04813778,-3.1003046,0.28641766,-0.42767525,2.3045106,-0.36882687,1.49086,0.5151962,0.86851656,1.7244883,1.3542678,1.8003205,-1.5079517
6,-0.033483453,0.017376665,0.0025358729,-0.027498094,0.3961933,0.021591743,0.2281018,0.013101595,-1.0289476,-0.012995355,-0.017328778,0.01427149,-0.018663233,-0.012908807,-0.8340418,2.8265174e-05,-2.5240026,0.02823646,-1.6349889,-0.003852808,1.4518543,2.4259386,-0.8351992,-1.2613999,1.6198428,-0.91303736,0.48872012,-1.3255296,-1.0359614,-1.3596028
7,-0.03962627,0.07754964,0.037462335,-0.038167592,1.8265471,0.021913668,2.3462286,0.039978504,1.762979,0.022299998,-0.045141857,0.024458649,-0.026793001,0.016508443,-1.6765689,0.0017490867,-0.9414711,-0.037321284,-0.55186856,0.072903134,-0.025761815,-0.66515744,0.7603932,0.7896063,1.4103265,-1.4518102,2.9463801,-0.9035516,1.8862104,-0.33014822
8,-0.05194678,0.13027301,0.09747541,0.07602039,1.7022552,0.068187825,1.798811,0.12395139,3.0392315,-0.0299755,0.076505974,-0.09533143,-0.06898421,0.011308135,-5.0642204,-0.18490176,-0.95468116,0.009975519,1.1585524,0.22510265,0.19926983,-2.037864,-1.434984,1.1894113,1.7167772,1.6507162,2.4682927,-0.28139305,4.928313,1.5716481
9,-0.03599064,0.043556165,0.052809957,-0.2142843,-3.825025,0.05319066,2.977405,-0.053737104,-3.9051776,0.10302167,-0.12520581,-0.026089486,0.018844472,0.0393176,-1.5693094,-0.107191324,-0.50668263,0.046036687,0.29897642,-0.13762991,0.22058807,-1.13316,1.3205217,0.18858245,-4.103279,0.30799228,2.7778323,0.21554112,-3.283027,0.4645849
10,-0.05617992,0.009133469,0.008298356,0.0083182175,-1.6644115,0.064235985,2.3514786,0.06697413,1.5201491,-0.099758685,0.020241702,-0.008858696,0.04469606,0.011729019,-1.9507655,-0.07922716,-1.1002983,0.03040427,-1.3436307,0.105442256,-0.49217278,0.2877157,-0.23763263,-1.0285459,-1.4153917,-0.1872145,3.0222378,0.6742815,1.030705,1.6900082
11,-0.0270686,0.028144548,0.007854513,-0.017532988,0.5503064,0.027389312,0.37456676,0.012781097,-0.2645557,-0.009487256,-0.027336339,0.002395521,-0.0313265,-0.018423967,-1.5649765,0.0028501046,-2.4366746,0.01902258,-1.474294,0.0019516274,-0.70033866,1.3292145,2.0213754,-1.1825585,0.33729318,0.0021872222,0.3823453,-0.7490169,-0.30561548,-0.34436756
