,latent_mean_0,latent_mean_1,latent_mean_2,latent_mean_3,latent_mean_4,latent_logvar_0,latent_logvar_1,latent_logvar_2,latent_logvar_3,latent_logvar_4,Gaussian_latent_var_feature_{i},Gaussian_latent_var_feature_{i},Gaussian_latent_var_feature_{i},Gaussian_latent_var_feature_{i},Gaussian_latent_var_feature_{i}
0,0.03918653,1.1794951,0.59499645,0.3432288,0.44859558,-0.06259045,-0.7043531,-2.1937547,-0.6682105,-1.3897327,-0.524989,1.4603856,0.47469878,0.8266442,0.54227376
1,-0.012747855,-0.08001673,-0.8396099,2.4135404,2.0404541,-0.07461587,-0.66490185,-3.0321202,-1.2069821,-2.1075528,-0.0020515006,0.555162,-0.9389903,2.4579198,2.3496182
2,0.00059494004,-0.17231238,-0.275573,-0.51051176,-0.3495974,-0.03381476,-0.8639934,-2.8198445,-0.7668369,-1.6329445,-0.26300249,0.11013988,-0.31119394,-1.3738406,-0.16288911
3,-0.028706562,-1.9689188,-1.4013877,1.6016679,1.2572763,-0.08084102,-0.6539778,-3.4240906,-1.365658,-2.2033386,-0.682738,-1.6562278,-1.219775,1.1924169,1.5836341
4,0.023007875,0.802644,1.4572673,0.5297268,-0.7467292,-0.09341479,-0.56287956,-1.6707473,-0.29277384,-0.78415674,-0.06673776,0.98747754,1.8687286,-0.81536883,-1.2563376
5,-0.0007899441,0.40260527,-0.5943412,-0.48769394,-0.54099417,-0.03188984,-0.9714284,-3.0407965,-0.8457033,-1.745615,-0.3169577,-0.94960666,-0.8055149,-0.15576833,-0.6340784
6,0.00997551,0.8955238,0.06840229,-0.920856,-0.56705076,-0.032278955,-1.0854242,-2.5634356,-0.587759,-1.507443,-0.050736837,0.9277622,-0.08414307,0.43470824,-0.76142216
7,-0.0062207915,-0.028895825,0.50846136,-0.76438475,-1.1906047,-0.042423673,-0.9455173,-2.1857033,-0.41375774,-1.1314539,-0.71455085,0.54534614,0.35154682,-1.6954799,-1.7305708
8,0.0011969507,-0.07262421,-0.30205548,0.47456092,0.7933077,-0.03574766,-0.6991142,-2.8121867,-0.9839035,-1.7739538,-1.8658638,0.03956131,-0.38219237,-0.9362518,0.42762023
9,-7.94027e-05,-0.9255246,-0.6391357,-1.8479681,0.62984604,-0.023013815,-0.9689058,-3.1312253,-0.95764935,-1.9556837,-1.1943228,-1.0116504,-0.75219715,-2.17204,0.43152848
10,0.0103250835,0.36667857,-0.8219058,0.4882713,1.4138138,-0.027948653,-0.7549153,-3.0829296,-1.1039333,-2.067849,1.8391848,0.5172086,-0.74232423,0.7610748,1.6773905
11,0.002276186,0.36752948,0.93471885,0.23883373,-1.0491183,-0.06889782,-0.8199526,-1.9166844,-0.3923632,-0.95040286,-1.6498109,-0.19523647,0.5160197,0.7893034,-0.6127441
12,0.02609721,2.0582535,0.38637424,-0.06948808,-1.092365,-0.049402155,-1.2975401,-2.3923244,-0.5287867,-1.278748,-0.21105792,2.6933255,-0.052307725,-0.051798593,-0.47703177
13,0.015212165,-0.9427831,0.9705272,-0.96165216,0.107236385,-0.06611061,-0.5130082,-1.8657118,-0.4769439,-1.1880873,-0.6710136,-1.1088045,0.6086461,0.35294628,-0.3526302
14,0.033661537,1.6521162,0.56461525,0.21646473,-0.31726474,-0.053134285,-0.9893726,-2.227467,-0.56383955,-1.3151488,-0.21520552,1.7591456,0.60975313,0.17605552,-0.24175528
15,-0.027078277,-1.8144777,-0.34806678,1.0793241,-0.51375467,-0.06688093,-0.5986011,-2.8445408,-1.1193824,-1.4304032,0.100968994,-1.3490951,0.08035052,0.59090054,0.7811648
16,-0.022363491,-0.94825196,-0.3467332,2.5072374,0.55238676,-0.07045468,-0.67252976,-2.7226663,-1.1817306,-1.5610259,1.3126876,-1.3092995,-0.31742385,2.3085856,0.77625394
17,0.009583542,0.40974206,0.09373093,-1.2756493,-0.2489397,-0.03183567,-0.91941535,-2.555911,-0.60999274,-1.5849009,-1.0497438,0.21576963,0.3916685,-1.0563036,-1.3726435
18,0.0281459,0.8807728,1.3587618,0.03803855,-0.47245824,-0.081661455,-0.56019115,-1.7169267,-0.276541,-0.89683515,0.58222216,0.9522156,1.8404844,0.66022575,-0.246364
19,-0.0051104072,-0.6036674,-0.86294734,0.29481387,1.0552099,-0.02646954,-0.6445114,-3.1396687,-0.9970628,-2.0226748,-0.42206264,-1.8030964,-0.80067396,0.50535154,1.744191
20,-0.006818749,-0.48201796,0.8458147,2.1320703,0.72591126,-0.100821435,-0.41928458,-2.0814304,-0.8474302,-1.023376,-0.76084274,-2.6811063,0.90972114,2.8279047,1.953267
21,-0.02196771,0.55237055,-0.35147262,4.1796727,1.5180428,-0.08664184,-0.8000059,-2.8032634,-1.3629231,-1.6963223,1.0733767,0.35271117,-0.14226873,5.9484158,1.6298037
22,0.035375632,-0.313782,1.3875549,-0.81912863,0.66229737,-0.083225414,-0.21802698,-1.6499794,-0.35628563,-1.0362744,-0.3198425,-1.1246313,1.3973144,0.08553022,1.6764348
