0,1,2,3
0.015057806,0.019294877,0.016073747,0.015534508
0.005976224,0.009951141,0.008867561,0.0073345387
0.015164447,0.011105919,0.0053357044,0.007997681
0.007027829,0.0053409156,0.0033903841,0.0052791904
0.0042147753,0.0016526182,0.0030151145,0.010773371
0.002194788,0.005389174,0.010047924,0.00357559
0.009845627,0.007159934,0.007002896,0.010876216
0.006187645,0.0067827767,0.009876909,0.008375216
0.004057474,0.0022497997,0.0029407681,0.01964309
0.011971612,0.0049945675,0.0058032256,0.014184983
0.018486172,0.011972668,0.005934168,0.011065672
0.020000845,0.0063099437,0.004714156,0.007349871
0.0062336866,0.009389614,0.011006769,0.00812273
0.0023055011,0.007256778,0.022129629,0.00167458
0.0018522993,0.0053501897,0.00872422,0.003645294
0.016477676,0.010934129,0.013218393,0.017920054
0.0021981972,0.0049249525,0.014205067,0.00251058
0.0021937096,0.003069395,0.00241358,0.0005420405
0.011287841,0.009393783,0.005532113,0.009006118
0.011098757,0.0054995166,0.0036092491,0.0044244337
0.013671063,0.0029247084,0.0028160335,0.007198854
0.009306274,0.0064884443,0.0044972007,0.008671139
0.009921386,0.002477006,0.0017518303,0.015709313
0.009550207,0.0035109126,0.006082098,0.014075525
0.0043305745,0.0046206224,0.007383436,0.007640601
0.010881347,0.0131837,0.007839368,0.0014608318
0.008415758,0.003164646,0.016206954,0.010041917
0.009643812,0.0045293258,0.0035269829,0.0029806448
0.0082248645,0.0059238966,0.0126835955,0.010100586
0.012469449,0.0077592186,0.004088017,0.008446804
0.006178407,0.0025207794,0.0052923127,0.010829609
0.00897563,0.00584111,0.0038210338,0.0049713943
0.011703413,0.0052157505,0.0036982922,0.009141012
0.007241415,0.01470418,0.0046739005,0.0025705602
0.005158016,0.003995812,0.0085990885,0.009027937
0.010014526,0.0052136155,0.0058484524,0.011781251
0.0017513142,0.015127418,0.007002731,0.0019026925
0.007963001,0.010672133,0.007710157,0.0075503634
0.012060266,0.005860692,0.005333159,0.012099263
0.012961525,0.007946493,0.0043012584,0.008870805
0.0041344175,0.008297996,0.007384753,0.0056267246
0.0040059644,0.004931811,0.0067961277,0.0069705946
0.010806647,0.005235526,0.004668407,0.011208382
0.0031191646,0.0027628646,0.002736882,0.023151062
0.006214503,0.0027970728,0.0020421448,0.022396574
0.0045944806,0.004419652,0.010010811,0.0077827633
0.009702876,0.0031833323,0.004802929,0.0011305946
0.009324867,0.0069724433,0.0047316155,0.008575531
0.006968159,0.006033405,0.0044923467,0.0072625782
0.020463815,0.01045196,0.0054462412,0.011280005
0.001588743,0.0050318986,0.004302602,0.0018557833
0.006569982,0.002508152,0.0027284797,0.010288862
0.0080963755,0.00398255,0.002828897,0.005323177
0.008086927,0.006287959,0.023114307,0.007224339
0.014292188,0.01577862,0.0061994023,0.006327602
0.002439515,0.010194615,0.013308256,0.004185864
0.010513709,0.004542367,0.0035539542,0.009831193
0.0074277087,0.0029180998,0.0024521588,0.020763915
0.008111991,0.0075112744,0.027845217,0.0066406815
0.021347893,0.010183358,0.0059039793,0.008842857
0.009878195,0.005183931,0.0037476132,0.009141051
0.014626855,0.0050249635,0.004058212,0.010559269
0.0054910523,0.0041968497,0.011240676,0.007754472
0.0064717745,0.0021146003,0.0024837733,0.009299278
0.005185331,0.004282436,0.005311901,0.008013168
0.0036310134,0.002716615,0.0050109737,0.0075492384
0.011983898,0.0044493447,0.02020237,0.011072364
0.0060364027,0.0036328526,0.0062317844,0.010162192
0.0041379295,0.0030954683,0.011594226,0.004639766
0.007923217,0.0066827456,0.0034999063,0.0057022055
0.0066007623,0.005136704,0.002933066,0.0037653192
0.007690919,0.006409761,0.00961569,0.011043449
0.0063836733,0.005463973,0.0058944966,0.008258547
0.013779588,0.015212784,0.011525467,0.01345535
0.0031411226,0.0012287544,0.005722412,0.0059834262
0.01214309,0.013095689,0.005803804,0.0074773673
0.011580758,0.02482928,0.009745078,0.007959325
0.0030335912,0.0045850566,0.0046884934,0.0043633156
0.008123351,0.008498685,0.006889216,0.008480213
0.003533056,0.0016866814,0.0027066811,0.006843916
0.013710314,0.004032453,0.0037240433,0.013629774
0.012106704,0.013448054,0.016417209,0.013570202
0.0053665354,0.0042988406,0.0045031398,0.007401192
0.007772309,0.0034357891,0.009605233,0.011937656
0.012021137,0.016410219,0.0061853086,0.006382076
0.01825643,0.005148201,0.0042563607,0.0151769845
0.010410678,0.0053285123,0.003591583,0.0034920103
0.0149343405,0.015175789,0.0067564608,0.009994766
0.0073081553,0.0055466574,0.0063531077,0.00974609
0.008587588,0.0068477034,0.006170369,0.009470676
0.013455981,0.0068767425,0.004326614,0.01044843
0.012386782,0.003519043,0.0038148453,0.0037469384
0.014197897,0.0061293864,0.004100932,0.01125413
0.0057395482,0.0027209285,0.0030496465,0.017648743
0.010963702,0.0032995054,0.008392881,0.01480832
0.016941274,0.005672374,0.0039683003,0.011163999
0.0095761,0.002704977,0.0033403593,0.0039971564
0.013357584,0.008525737,0.0059139444,0.011488819
0.0080424035,0.019741252,0.01935819,0.009194988
0.0043950104,0.008029647,0.004951324,0.0043323245
0.005366625,0.0029762394,0.007270221,0.009713168
0.0174036,0.0064667333,0.007637308,0.0026275374
0.003914963,0.0048569078,0.0027721948,0.0023247167
0.0012551851,0.0136046875,0.006627988,0.001208924
0.0032244956,0.0015660758,0.001851625,0.0027270736
0.0079389475,0.005603072,0.006345924,0.010371823
0.0029841044,0.0022104848,0.0036668358,0.022358006
0.0027915372,0.0023040178,0.0034060276,0.00512112
0.016078535,0.016545238,0.0068369587,0.008502245
0.006126145,0.0020396905,0.002231031,0.003250181
0.006401294,0.013658376,0.004672182,0.0033564728
0.011401037,0.016050898,0.005940856,0.006218516
0.009517872,0.011866556,0.008627257,0.00932729
