0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0.9261988,-0.46691132,0.6820326,-1.162073,-1.1794684,0.08862227,0.27537394,0.3025864,0.038359147,-0.5932094,-0.14046727,0.3223839,0.9318852,1.9904343,0.018691557,-0.450853,0.8470498,-0.48980677,-1.0315197,0.40413925,1.4804575,-0.53871614,-0.37172654,-0.9555996,-0.54360664,1.5727222,-0.15837806,0.50201464,-0.58118635,-0.47981295,1.6718817,0.02523415,0.7705114,-1.9445409,-0.050934993,-1.1015579,0.4378032,0.32946336,-0.69106066,1.2906684,0.027083162,-0.28245243,1.2369385,-1.5379976,-0.63762766,0.2654854,1.3401304,1.2923796,1.2140095,-1.5146816,1.8714539,2.0644865,-0.10343807,-1.1467445,1.4955076,-0.20322178,0.264689,-0.7393997,1.0428691,-0.60670066,-0.7425366,0.050215755,1.1552403,-1.9288568,0.622387,0.47362614,0.8040161,0.45881644,-1.9410768,-1.0638893,0.27584103,-1.2420466,-2.2758772,-0.39143133,-0.29045832,1.5635961,-2.2523284,3.3414748,0.062497135,0.61304045,1.983439,-1.495637,0.23074645,-2.0707493,-1.8724637,0.008458001,-0.98940516,0.18929935,1.5652605,-1.2404572,-1.5059761,0.45147273,-0.6526429,0.13262981,-1.4817029,-1.5000914,-0.5682652,1.4410869,1.5979818,-0.7581248
-0.63993865,-0.053287126,0.66426915,1.0889169,1.1361765,0.91402197,0.24351794,0.20436098,-1.0941652,-0.9011597,-0.8707966,-1.5509664,-0.25382692,-1.1802107,0.6098346,0.64596975,-0.9386096,-1.1834167,-0.93061614,-0.20069039,0.23472083,-0.23781206,0.2937941,0.61774445,1.3367975,3.216809,2.4233718,-1.5343871,-0.17542508,-0.27885592,1.466106,0.20573659,0.18665828,0.6683787,0.94835114,-0.6170803,-0.74533707,-0.20808718,0.6482385,-0.4686436,1.4377334,1.8333715,-0.060021907,0.8212395,0.30355835,0.35739005,0.19043209,0.37349868,1.4825858,0.4452892,0.61183655,-0.44450074,0.9013632,0.50474054,0.065191045,0.26438877,-1.1858637,-0.32870844,-1.4041164,-1.4657308,0.0070217913,1.0193025,0.6475854,1.9238102,0.4600368,-0.31170753,-0.6312868,-1.1856745,-0.19809966,-0.2358744,-1.1172581,-0.6425157,0.45856404,0.07985167,0.15012884,0.5838253,2.5070436,1.8221258,0.10439085,0.68709177,-0.29145867,0.2194346,-0.8006949,-0.021189056,0.29165033,-0.72244483,1.4615375,1.3229657,0.9801048,-0.53169686,0.7231318,0.2642308,0.24702059,1.7406951,-0.9884576,-1.436435,-0.09712702,-1.4241511,-0.30878755,-0.41628453
2.1534083,0.41096467,-1.5299946,0.6896926,0.35316342,0.03410205,0.500572,0.7993433,-0.4018553,-0.2007322,-1.0349255,-0.14182445,-1.160021,1.8626788,-0.0074523333,0.52645445,-1.1134793,1.2421753,-0.022330565,-0.1890487,0.9005542,-0.92182523,0.28307387,1.1827378,0.25724453,-1.5796301,-0.62968165,0.08901383,1.2511517,0.23361388,1.7523402,0.28248307,0.5275482,0.20124008,0.29954317,0.90284795,1.7914128,0.7496537,-0.78068244,-0.20274249,-0.89874464,-0.2414802,-0.8226902,-0.6032917,-0.3468701,1.4154073,2.1089053,-0.14286502,0.40189424,0.22695,0.32772788,-0.14761153,0.7720404,-0.58694994,2.5191112,0.5025355,0.19670731,-0.8971771,0.08811156,-1.036295,0.964723,0.095505536,0.13679513,0.32769293,-0.43302503,0.44320348,-1.1363115,-1.1540527,1.1175137,-0.118041106,-0.76686686,-0.4238398,-1.0572084,0.061382405,0.42981672,0.7091227,0.785512,0.90998906,-0.21726179,1.373777,0.63990545,-0.23888414,-1.1633618,0.85668874,0.96003944,0.9129767,-1.8069432,1.685076,-0.6964769,0.6792476,-1.5553638,0.100469634,0.2087155,1.2224609,-0.13608451,-2.2274666,-0.3024162,-0.61149925,0.04095871,0.9675502
-0.31443253,-0.35545284,0.6760675,0.31914017,0.44277695,-0.14622268,0.88867176,-1.0670927,0.122230366,-0.5880025,1.0857775,-0.18572518,1.375531,0.6781755,-0.0024626958,0.8248735,-0.075715244,-1.5272746,2.4242446,0.16464077,-0.15044123,0.74355775,0.39210328,-1.1356646,0.79097897,-0.58754957,0.07101387,-0.47608134,0.5287907,-0.19606729,0.045114297,0.567331,-0.643441,1.7795516,1.2946272,-0.861303,0.20721792,-0.8111784,-0.3211935,-1.0287675,0.061669994,-0.7412396,0.9415873,-0.5902692,-1.4180615,0.05063267,0.14032255,0.15015759,2.2786748,-1.1542847,-0.21471931,0.19267035,0.24504113,0.35964364,0.49925625,-0.035457674,-0.08096237,-0.95157367,-0.21952482,0.1746418,-1.2116842,1.7697133,0.1042759,0.6821492,1.6483012,-0.1364827,2.8260353,-0.3220177,-0.3676583,-0.4361047,-0.017605046,-0.25496423,-1.0293992,-0.57871795,-0.698818,-0.36198342,0.4014505,-1.2425128,-0.46788543,0.01765145,1.0968715,1.3156898,0.9338966,-1.1398412,0.09927832,-0.8365566,-0.6839771,-0.11432993,-0.105533645,-0.66521,0.00019264109,-0.30699676,0.65663385,-0.60580766,1.146406,-0.58465755,0.37858194,1.3050501,0.41091818,-1.5819643
-0.38844308,-0.3502542,-0.071521275,2.1748745,0.29620102,1.1631366,-0.5087317,-0.6770188,0.3555032,-0.9983946,0.055043567,0.16518307,-0.5246619,2.167428,0.23624842,-0.39035782,-1.0960448,-1.0563283,1.1456149,0.4164439,0.19940616,1.2456629,-0.10449642,0.64239043,1.4244521,-0.20516,1.917011,-0.44765478,-1.8309351,0.6549017,0.08780453,0.53109455,-1.2886927,-1.5906386,0.96101,-1.5833602,-1.4071393,0.64678854,-0.4503375,-0.038814045,1.138623,-0.33589724,-0.9938616,0.3309323,0.71369433,-0.6289737,0.050839994,1.7322723,0.26517802,-0.79446924,-0.9327478,-1.0518767,-0.1766125,-0.2611947,-0.64284784,-0.8589493,1.4561758,0.40271124,-1.4159254,0.9283394,-0.31784487,0.9929214,1.5865045,0.15384154,-0.23565772,1.1503097,0.10669174,1.0070388,0.62031436,0.15669593,-0.59410954,1.202102,-0.055511784,1.796289,0.27187845,-0.5191953,-0.5168624,-0.4526729,0.64830154,0.04806552,0.84851503,-1.093431,-1.1385087,-1.4423579,-0.21282035,0.8432635,0.7766142,1.596471,0.662136,-1.2657493,0.7863134,-1.2739011,-0.68766695,0.12786177,-0.94298583,0.95561564,0.93952006,0.44283232,-0.4821398,0.2247139
0.098077916,-0.26365942,-0.53156537,-1.6099727,0.7018803,-0.38755465,-0.10450904,0.41477427,-0.6551278,-1.1306711,1.7696474,0.7967139,1.3622056,0.19235039,-0.2055439,-0.08362491,0.6092577,1.3388294,-0.7178285,-0.66906595,-1.2630837,0.26587725,0.3820804,-1.1295244,-2.006109,-1.4718298,-0.69403255,1.1159251,-0.28695607,0.57517934,0.9048554,-0.5485972,0.51248807,0.5828696,-1.6320744,0.5469099,-1.0027851,-1.0420176,1.7791852,0.8784668,-0.4093601,-1.0659206,-0.56567293,-1.2575163,0.65579814,-1.0557051,1.2007209,0.35147905,-1.6217238,-0.1539009,-0.5667684,-1.4467478,-1.1202973,-1.2420374,0.8527825,0.6598149,-1.1880754,0.25418407,0.31831175,-3.2981093,-1.5899315,-0.68200827,-1.003289,-0.41739613,-1.3353735,1.7607869,0.4687484,0.4364342,-0.49039134,0.4312413,0.28089955,-2.3326383,0.76034856,-0.2603708,0.57363814,-0.49666092,1.7806922,-0.28116903,0.6862325,-0.6677639,0.83309644,0.10486088,0.7509379,0.1490409,-0.7208751,-0.60393566,-0.7715398,0.33932763,-0.34083962,0.5702994,-1.262428,0.37579194,-0.52036506,-0.026499163,-1.3589995,-0.51098025,0.8884049,-0.017167185,-0.30159527,1.3818059
0.7784259,-1.9376324,-0.78522485,1.3498385,-0.5183443,0.5348917,1.5232441,1.0812492,-0.42634994,-0.85969484,0.42677227,2.3665514,-0.9841888,1.4709333,1.667148,-0.67686284,-0.6885732,-0.18809578,-0.20962445,-0.013819989,-0.030793011,-1.2437792,-1.4446665,-0.8108058,1.1706061,1.4091427,-1.3269874,0.057877667,0.65629387,-0.80844617,1.4246916,-0.5022155,1.5179043,-0.07568419,-2.5810604,-1.0530835,1.3280171,-1.8816534,-0.5671478,0.12191473,0.79318273,0.68546563,1.4855902,1.6774857,-0.7987578,-1.1641597,1.428959,0.5024955,0.80266714,0.701946,-1.0641859,-1.8886498,0.40004057,0.53511995,-1.2317433,-1.0217503,-0.36264068,-1.4081261,-1.3228568,-0.48313597,-1.9073668,-0.3524379,-0.99023426,-1.358171,-0.57006574,1.1580507,-1.1814617,1.2462242,0.44927987,1.6398281,0.25601557,-0.32185158,-1.7555617,1.1382856,0.23575667,-0.85695046,1.1369891,-1.0030352,-0.331097,1.0398601,0.84360546,0.35333437,0.46404046,-0.86141306,1.1449859,-0.6225277,1.9671515,0.04961071,1.0836371,1.2252163,-0.768569,-0.13596602,-0.6018771,-0.62955993,0.1885857,-1.1001588,2.135971,-0.30663937,0.2051272,0.46377894
-1.0723115,0.6382244,-0.13553014,0.18378599,-0.38497186,0.2704234,0.7546991,0.7096798,-0.8325024,0.10433612,-0.5743055,-0.008417219,-1.4844053,-0.1803722,0.16984598,1.1103139,0.21115017,-1.619865,-0.39546046,1.2448821,1.1153517,0.29518217,-0.12862428,0.64026564,-0.6924146,2.4657028,1.1418898,-0.0045684692,0.3422352,-0.692484,-0.019931197,-1.1496584,-0.31272185,-1.7799186,-0.48769754,-0.8104122,-0.63887036,-1.5118579,-0.01538558,0.22857329,-1.1267838,1.0445914,1.9544235,-0.33437183,-0.1439797,-1.0871085,-0.9186214,0.18498552,-1.0423764,-0.46410337,1.952722,-2.1043983,0.8493802,-0.2046616,-1.0136646,0.6342031,-1.2308443,1.4509376,-0.6195396,1.1426599,-1.0247055,0.97206044,-0.63839334,-1.1048822,0.08760257,-1.7204173,0.24864027,0.5859773,-0.26057345,-0.80064875,0.13584268,1.4165218,-0.8120006,-0.33147886,-0.84728444,4.5401124e-05,-2.1263788,-0.20446448,-0.4992685,-0.8398553,1.0899963,0.43686375,-2.2951505,-0.25871357,0.7098582,0.34759375,0.08647998,0.8397819,0.34765175,-0.22516726,-1.8802485,-0.40864578,1.0405747,0.21708505,-0.60177183,1.8045381,-0.29410914,-1.585527,1.7320797,0.044385668
-1.4168746,1.0083535,-0.71067345,-1.8940797,-0.18133493,0.2974574,-0.1328038,-1.2583332,-0.23519965,-0.8313472,-0.49513644,0.84457195,1.1428545,1.0694317,0.13212138,-1.056574,-0.57286894,-0.904666,-1.3240306,-0.4354468,0.39735198,-1.3223782,-1.1398008,-0.031991653,1.7815127,0.078108266,0.5072903,1.9473386,-0.82042694,0.8512912,-0.3107121,-0.670741,0.08658768,0.977531,1.3190517,0.610515,-1.543198,-1.3945802,-0.8266903,0.1020924,0.006678678,1.2633115,-0.7017201,-0.08717304,0.11817792,0.7326734,-0.75786036,-1.2955081,0.4198448,-2.5221946,0.17525283,-1.5495325,0.26756698,0.16093014,-1.8061329,0.0044810907,-0.7586465,0.48822403,-1.1471816,0.46480832,0.93667084,-0.32492593,-1.1665221,1.0917258,1.8751496,0.9013199,0.5716229,0.25022975,1.0455719,1.134012,0.14837311,-0.65773916,-0.6384359,0.090231225,0.5857448,-0.93652964,-0.107773036,1.0054996,1.1713139,1.2892894,1.3684244,-1.7480223,-1.7594411,-0.8276539,0.07441726,1.7156584,-0.25973022,-0.27115202,-0.88873446,-0.9016959,0.3398646,0.18715188,1.9036729,-1.0540043,-0.8272205,1.7892427,0.30585065,2.1192513,-1.6077837,2.77621
-2.599101,-0.56616205,0.8797905,-0.5154425,0.81731653,1.064694,-2.3658876,0.9659652,-0.90054905,0.9913075,-0.72562844,-0.5597987,-1.517515,-0.75799227,-1.1118299,0.36933702,0.003508064,1.8849193,-0.07835585,1.5359058,0.17168596,0.31736627,-0.007214905,-0.33458304,-2.0035093,1.9021403,-0.11752987,0.07404566,0.28966448,-0.49011934,0.49954376,-0.06013667,-0.21731006,-1.3065858,-0.57856834,0.051984824,-0.4046376,-0.07596238,1.3185638,-0.50323343,-0.037365038,-0.066282645,-0.014967137,-0.2135655,-0.9258584,1.5456166,1.4659402,0.55381453,1.7210653,0.4680816,3.390781,-0.6966039,-0.15709975,-0.9582866,-0.56683534,-0.056947894,-2.3514667,-1.3551532,0.7243841,-0.07148168,-1.0493714,-1.1746993,-0.669722,0.8113338,-0.5061237,0.6846781,-0.08008569,-1.00298,0.08187814,-1.040632,-0.4734918,-0.52532,0.0597818,1.1911811,0.11486838,-1.3387073,-1.1847409,-0.6030871,0.27502248,0.4929782,0.47430393,0.71476793,0.544118,-1.0475842,0.49682772,0.06416795,0.14845063,0.47164005,0.10615051,-1.8481847,-0.7682112,-0.9265046,-2.214447,1.1349181,-0.18539049,-3.6173904,1.0405093,0.21622857,-0.18013068,-2.9464254
