,latent_mean_0,latent_logvar_0,Gaussian_latent_var_feature_{i}
0,-0.00031156774,0.038790155,-2.6740663
1,-0.00031156774,0.038790155,0.40088877
2,-0.00031156774,0.038790155,-1.8306502
3,-0.00031156774,0.038790155,-1.0115832
4,-0.00031327087,0.038770117,-1.924438
5,-0.00031156774,0.038790155,0.4669704
6,-0.00031156774,0.038790155,-0.882174
7,-0.00031156774,0.038790155,-1.2852932
8,-0.00031156774,0.038790155,-0.8955976
9,-0.00031156774,0.038790155,-0.88276386
10,-0.00031156774,0.038790155,1.765244
11,-0.00031156774,0.038790155,0.8467895
12,-0.00031156774,0.038790155,-0.3041943
13,-0.00031437218,0.03875716,0.024618544
14,-0.00031156774,0.038790155,0.8225466
15,-0.00031156774,0.038790155,0.54330444
16,-0.00031156774,0.038790155,1.8337657
17,-0.00031156774,0.038790155,1.0551093
18,-0.00031156774,0.038790155,-1.1864202
19,-0.00031156774,0.038790155,-1.3735496
20,-0.00031156774,0.038790155,0.07832435
21,-0.00031156774,0.038790155,0.15782355
22,-0.00031156774,0.038790155,-1.5585451
23,-0.00031156774,0.038790155,-1.0594354
24,-0.00031156774,0.038790155,0.199809
25,-0.00031156774,0.038790155,-0.9448388
26,-0.00031156774,0.038790155,1.9830666
27,-0.00031156774,0.038790155,2.534515
28,-0.00031209053,0.038784005,1.1182748
29,-0.00031156774,0.038790155,0.9415449
30,-0.00031156774,0.038790155,0.29254127
31,-0.00031156774,0.038790155,-0.50648284
32,-0.00031156774,0.038790155,-0.005214791
33,-0.00031156774,0.038790155,0.02751705
34,-0.00031156774,0.038790155,-0.16715269
35,-0.00031156774,0.038790155,0.101043686
36,-0.00031156774,0.038790155,0.5332788
37,-0.00031156774,0.038790155,0.5952938
38,-0.00031156774,0.038790155,0.95330566
39,-0.00031156774,0.038790155,0.26879236
40,-0.00031156774,0.038790155,0.70606714
41,-0.00031156774,0.038790155,-1.0659436
42,-0.00031149556,0.038790118,-0.5507206
43,-0.00031156774,0.038790155,-0.6670772
44,-0.00031156774,0.038790155,1.2929426
45,-0.00031156774,0.038790155,1.195983
46,-0.00031156774,0.038790155,-1.2424855
47,-0.00031156774,0.038790155,1.5427009
48,-0.00031156774,0.038790155,-1.8146633
49,-0.00031156774,0.038790155,-1.1028279
50,-0.00031156774,0.038790155,-1.6164645
51,-0.00031156774,0.038790155,-0.37469006
52,-0.00031156774,0.038790155,-0.6456199
53,-0.00031156774,0.038790155,0.5523222
54,-0.00031156774,0.038790155,1.4314698
55,-0.00031156774,0.038790155,0.70638585
56,-0.00031156774,0.038790155,-0.7179532
57,-0.00031156774,0.038790155,-0.35494953
58,-0.00031156774,0.038790155,-1.1729861
59,-0.00031156774,0.038790155,0.2419646
60,-0.00031156774,0.038790155,0.17765285
61,-0.00031156774,0.038790155,0.46815997
62,-0.00031156774,0.038790155,0.58974093
63,-0.00031156774,0.038790155,0.57010114
64,-0.00031156774,0.038790155,-0.29477862
65,-0.00031156774,0.038790155,1.7189745
66,-0.00031156774,0.038790155,-0.39555338
67,-0.00031156774,0.038790155,-1.1151102
68,-0.00031156774,0.038790155,1.3435336
69,-0.00031156774,0.038790155,-1.6157336
70,-0.00031156774,0.038790155,-0.50903344
71,-0.00031156774,0.038790155,1.7379824
72,-0.00031156774,0.038790155,-0.52031887
73,-0.00031156774,0.038790155,-1.0453298
74,-0.00031156774,0.038790155,-1.2216504
75,-0.0003075015,0.03878745,-1.0257709
76,-0.00031156774,0.038790155,1.5673573
77,-0.00031156774,0.038790155,-2.0264406
78,-0.00031156774,0.038790155,0.08498314
79,-0.00031156774,0.038790155,0.42344218
80,-0.00031156774,0.038790155,-0.27248183
81,-0.00031156774,0.038790155,0.20388496
82,-0.00031156774,0.038790155,0.74881923
83,-0.00031156774,0.038790155,-0.06998014
84,-0.0003126439,0.038777493,-0.8793123
85,-0.00031156774,0.038790155,0.09110094
86,-0.00031156774,0.038790155,0.68085337
87,-0.00031156774,0.038790155,-0.9447213
88,-0.00031156774,0.038790155,1.8040512
89,-0.00031156774,0.038790155,-1.9446707
90,-0.00031156774,0.038790155,-1.7258241
91,-0.00031156774,0.038790155,-0.16680652
92,-0.00031156774,0.038790155,-0.07242527
93,-0.00031156774,0.038790155,-0.8246717
94,-0.00031156774,0.038790155,-0.0554195
95,-0.00031156774,0.038790155,-0.4372524
96,-0.00031156774,0.038790155,-1.2390902
97,-0.00031156774,0.038790155,-0.57882226
98,-0.00031156774,0.038790155,-1.1333456
99,-0.00031156774,0.038790155,0.42131767
100,-0.00031156774,0.038790155,-1.3673804
101,-0.00031156774,0.038790155,1.0446999
102,-0.00031156774,0.038790155,-1.9817686
103,-0.00031156774,0.038790155,1.5569698
104,-0.00031156774,0.038790155,-0.0064400146
105,-0.00031156774,0.038790155,-2.3481054
106,-0.00031156774,0.038790155,-0.5091218
107,-0.00031156774,0.038790155,-0.5692232
108,-0.00031156774,0.038790155,0.06840339
109,-0.00031156774,0.038790155,0.5006674
110,-0.00031156774,0.038790155,-0.1676541
111,-0.00031156774,0.038790155,1.3647784
112,-0.00031156774,0.038790155,0.07995489
113,-0.0003106561,0.038789548,-0.21916078
114,-0.00031156774,0.038790155,0.8261532
115,-0.00031156774,0.038790155,0.6012568
116,-0.00031156774,0.038790155,-1.1904339
117,-0.00031156774,0.038790155,-1.0623734
118,-0.00031156774,0.038790155,-1.7321775
119,-0.00031177103,0.038787764,0.26440805
120,-0.00031156774,0.038790155,-0.079939164
121,-0.00031156774,0.038790155,0.44992733
122,-0.00031156774,0.038790155,0.18535864
123,-0.00031156774,0.038790155,0.5307815
124,-0.00031156774,0.038790155,0.22546245
125,-0.00031156774,0.038790155,-0.83229715
126,-0.00031156774,0.038790155,1.051097
127,-0.00031156774,0.038790155,-1.0947983
128,-0.00031156774,0.038790155,-0.003922863
129,-0.00031156774,0.038790155,-0.6705986
130,-0.00031156774,0.038790155,-0.16734263
131,-0.00031156774,0.038790155,-0.30374995
132,-0.00031156774,0.038790155,-0.5865849
133,-0.00031156774,0.038790155,0.17330083
134,-0.00031156774,0.038790155,-0.057463758
135,-0.00031156774,0.038790155,0.76185334
136,-0.00031156774,0.038790155,1.9463787
137,-0.00031156774,0.038790155,-1.0961709
138,-0.00031156774,0.038790155,1.1117502
139,-0.00031156774,0.038790155,0.36095077
140,-0.00031156774,0.038790155,-0.67436624
141,-0.00031156774,0.038790155,-0.117427774
142,-0.00031156774,0.038790155,-1.6039888
143,-0.00031156774,0.038790155,1.2710464
144,-0.00031156774,0.038790155,-0.15225877
145,-0.00031156774,0.038790155,0.48273808
146,-0.00031156774,0.038790155,0.72447956
147,-0.00031156774,0.038790155,-2.0812993
148,-0.00031156774,0.038790155,-0.24084154
149,-0.00031156774,0.038790155,0.6574833
150,-0.00031156774,0.038790155,0.06335885
151,-0.00031156774,0.038790155,1.4328835
152,-0.00031156774,0.038790155,-0.04725956
153,-0.00031156774,0.038790155,0.40992415
154,-0.00031156774,0.038790155,1.6386825
155,-0.00031156774,0.038790155,0.07331097
156,-0.00031156774,0.038790155,-1.1398077
157,-0.00031156774,0.038790155,-1.1001359
158,-0.00031156774,0.038790155,0.6600619
159,-0.00031156774,0.038790155,-0.74588823
160,-0.00031156774,0.038790155,0.115594506
