0,1,2,3
0.011720715,0.0066929325,0.0056713684,0.01042241
0.0019533648,0.0038795737,0.0033129104,0.0016989195
0.0045261835,0.0039849393,0.0035602553,0.004246365
0.014412134,0.0051372177,0.0047539296,0.013508147
0.012260096,0.0079733925,0.006241522,0.00969152
0.011289214,0.025601966,0.014913943,0.008267566
0.009067226,0.006067662,0.005211395,0.008032014
0.004279519,0.0024694814,0.0024714286,0.004281669
0.004156331,0.013638451,0.008274646,0.0036585913
0.00855766,0.01068802,0.007656594,0.0067311004
0.0064268936,0.011091632,0.0077102124,0.005246723
0.003689928,0.0038704313,0.0034395726,0.003316581
0.0071977666,0.00862715,0.0064891633,0.0059448783
0.009682522,0.017998366,0.011766133,0.007595065
0.028629951,0.010961644,0.00884172,0.022899875
0.008804011,0.014485455,0.009797976,0.0068234955
0.0060466826,0.011554404,0.007850792,0.0050311107
0.016193,0.015558329,0.010761807,0.012521827
0.003428693,0.014953756,0.008551621,0.0030283302
0.007935441,0.013578962,0.009246312,0.0062431404
0.0042068735,0.0053394004,0.0044538667,0.0036885152
0.0046327114,0.0037861068,0.0034267236,0.0044081453
0.0016944224,0.008653598,0.0055118506,0.0013395216
0.009965866,0.0127823325,0.008924963,0.007649837
0.010045534,0.0062064286,0.0053224755,0.008948097
0.010158251,0.01742711,0.011598872,0.007901145
0.0026632752,0.016365085,0.008708412,0.0023793366
0.015069358,0.010236161,0.0076580876,0.012017141
0.0046944204,0.009813504,0.006679214,0.004118465
0.018295733,0.013934138,0.010122468,0.015005175
0.00905058,0.017953442,0.011709973,0.007155136
0.0069146873,0.003096423,0.0032162133,0.007130342
0.005424062,0.013201889,0.008471997,0.0046603335
0.007426879,0.013991398,0.009367091,0.0058915108
0.007824546,0.027165335,0.017484143,0.0058848364
0.011293324,0.02622551,0.01572983,0.008286204
0.011383765,0.004461758,0.0043671546,0.011807494
0.0071713873,0.004418965,0.0042324993,0.007071903
0.005933724,0.0020010865,0.0020956127,0.008203906
0.015372861,0.014384579,0.010211513,0.01206197
0.018415496,0.0062969993,0.0050906627,0.015072112
0.010199525,0.009084452,0.006819357,0.007950306
0.010210322,0.005221989,0.004800174,0.009848039
0.007890603,0.007481484,0.005921361,0.00661795
0.017895458,0.015355418,0.0109867565,0.01448506
0.0064879246,0.015566327,0.009965367,0.0053271023
0.005738648,0.005341037,0.004646018,0.0053526973
0.006018343,0.0033448199,0.0033700236,0.0060404153
0.01286012,0.010799096,0.00795278,0.009942773
0.0041795834,0.0038541697,0.003440467,0.0038772249
0.011565562,0.023943705,0.013171075,0.00844897
0.010552232,0.015355851,0.010474566,0.008075425
0.008137654,0.0137364855,0.009329362,0.006366528
0.007445028,0.0027584382,0.0028224813,0.008998864
0.0058319746,0.0040466744,0.0037910093,0.005607667
0.006730243,0.008014125,0.0061625373,0.005696625
0.031210326,0.014449543,0.011864001,0.025182351
0.009460505,0.0046951957,0.0044627367,0.00940272
0.010157781,0.023848513,0.0133206835,0.007537322
0.0023053456,0.01010182,0.006040338,0.0020003878
0.007856209,0.0028561282,0.0029495165,0.0091139255
0.01770752,0.008461977,0.0065351147,0.014126072
0.01330835,0.009278308,0.007028595,0.010483116
0.0063801566,0.007825475,0.0060468693,0.0054612136
0.014886582,0.0089970315,0.0069159903,0.0118317325
0.007739096,0.006712282,0.005494282,0.0066376715
0.0057164873,0.0030045616,0.0030778241,0.0057851956
0.012164003,0.0045475787,0.0044349222,0.012516703
0.009495459,0.008654324,0.0065508727,0.00750491
0.0034296543,0.0065803262,0.005046125,0.0028906255
0.013677495,0.01109566,0.00815861,0.010630301
0.00629361,0.012845649,0.008520124,0.00520183
0.0009499988,0.0014604507,0.0016065851,0.00095991796
0.011238451,0.007637077,0.0061473236,0.0094392765
0.0061801076,0.0027070337,0.002871732,0.0064898557
0.013053362,0.014329788,0.009901176,0.009856206
0.0049815704,0.004936467,0.004291536,0.004576653
0.0198673,0.009063268,0.006937228,0.01585268
0.0068844715,0.02171844,0.014066894,0.0055533787
0.011956749,0.007226484,0.005942663,0.010223038
0.010405324,0.004373929,0.0042834333,0.010724919
0.0063525024,0.008597442,0.006454967,0.0053565116
0.017109847,0.004814637,0.004373923,0.015190946
0.004045583,0.003135019,0.0029256162,0.0038581113
0.010617682,0.010040059,0.0073735975,0.008160841
0.015379416,0.025286166,0.014494627,0.010796461
0.016642746,0.0064817253,0.005271179,0.013742197
0.01054941,0.024752248,0.013911657,0.0077688093
0.0026229953,0.0116270585,0.0066020563,0.0023507623
0.006141776,0.00658964,0.005383792,0.0054706186
0.014112935,0.009474967,0.007161846,0.011136959
0.008490909,0.005719764,0.005020498,0.007691767
0.00914087,0.009832874,0.0071835783,0.007151932
0.013466589,0.0090548955,0.0068826717,0.010478066
0.012103401,0.011267901,0.008198725,0.009207938
0.014384195,0.0106217405,0.007893232,0.01126497
0.017611317,0.0044984245,0.004052345,0.015547749
0.010472249,0.0062696976,0.005427538,0.0095322225
0.0070236875,0.008239612,0.006298276,0.00588754
0.0068681184,0.0068551465,0.005541026,0.005959967
0.008166524,0.004839771,0.0045050294,0.007856717
0.010071077,0.0072106444,0.0058677946,0.008498653
0.014357638,0.012551336,0.009054229,0.01108864
0.0049345964,0.0067078266,0.0053165816,0.0043377476
0.006739541,0.008855298,0.006593552,0.005596731
0.005677589,0.0018142486,0.0017335089,0.01098888
0.019112261,0.012593567,0.009129355,0.015553663
0.0062829913,0.014782678,0.009494355,0.0052069547
0.009351247,0.009919968,0.0072724316,0.0073280735
0.013625865,0.0072148987,0.0058592143,0.011060236
0.012948269,0.007848756,0.006094384,0.010245358
0.010059499,0.0075853853,0.0060554296,0.008311209
0.0069684857,0.011589561,0.008074802,0.005599141
0.004204591,0.007605628,0.0056852144,0.003586524
0.018083319,0.012919724,0.009326184,0.014351074
0.0071430462,0.005251917,0.0046605654,0.006524127
0.0060736174,0.010665781,0.007409555,0.0050254734
0.005960154,0.0029537797,0.0030756565,0.0060809
0.017416915,0.015742479,0.011084264,0.014007472
0.0068325787,0.006875808,0.0055544823,0.005934323
0.009192542,0.013095868,0.00906144,0.0071205385
0.013731226,0.008359177,0.0064761913,0.0108341295
0.0039987657,0.010764599,0.006827717,0.003551753
0.0062725325,0.002506893,0.0027011095,0.006730422
0.0070323097,0.007222861,0.0057635903,0.006044648
0.01170429,0.006286511,0.0054233847,0.010537058
0.0017459829,0.012704931,0.0067669842,0.0015033755
0.011463204,0.0029348128,0.0028396554,0.014552659
0.009468739,0.005971462,0.0051990002,0.008571489
0.008652779,0.0039355177,0.0039116344,0.008859011
0.007905649,0.002530435,0.002516936,0.0113202585
0.0011251539,0.0074267522,0.004911615,0.0008840881
0.007931651,0.020616535,0.013080002,0.006319569
0.0072766533,0.006194111,0.0052012154,0.0064066467
0.00808433,0.009755847,0.007097019,0.0064304904
0.004813753,0.004720788,0.005960306,0.032583527
0.005767855,0.0035101452,0.0034476286,0.005716137
0.01003594,0.021426026,0.012463009,0.0076205865
0.0062756953,0.0043790457,0.004089649,0.006022081
0.013228421,0.011038346,0.008112161,0.01022632
0.01039933,0.012381376,0.008718832,0.007950358
0.007263816,0.0108336145,0.007674397,0.005829625
0.0095410785,0.018112566,0.0118612,0.0075286953
0.012912873,0.008878325,0.006765965,0.010081052
0.009859576,0.006928535,0.005720806,0.008447736
0.0057409527,0.0023732032,0.0018108314,0.01597811
0.012146748,0.011062829,0.008090993,0.009248175
0.017292485,0.0077031953,0.0060017067,0.013930798
0.014699663,0.01643106,0.010851442,0.0106874835
0.0042371145,0.014909739,0.008968265,0.003698352
0.008593582,0.0035059813,0.0035786852,0.008931963
0.0058707185,0.015762826,0.009979887,0.0049190787
0.011440553,0.010914464,0.007945729,0.008712224
0.009716577,0.0061571253,0.005309374,0.008720836
0.011623574,0.009777521,0.007290051,0.0090054665
0.010601936,0.0035863584,0.0036113416,0.011911958
0.015211533,0.00936802,0.0071333703,0.012068513
0.010823067,0.005711851,0.005114807,0.010216666
0.0022541904,0.009459325,0.0058700894,0.0019067428
0.014045456,0.005391611,0.00494344,0.013285164
0.0028548832,0.0025343616,0.0024169867,0.002608887
0.010401413,0.0036009932,0.0036595855,0.011280712
0.0027362236,0.008204375,0.0055953483,0.0022949947
0.01196951,0.012913572,0.009070218,0.009040483
0.011790815,0.005865934,0.0052166106,0.011059022
0.012288621,0.0049280687,0.004687216,0.012404125
0.007319407,0.02180541,0.013865525,0.0058550998
0.0103316,0.0048139105,0.004564887,0.01031397
0.009681037,0.003510362,0.0035738272,0.0104606785
0.011336921,0.0096879685,0.0072149946,0.008787817
0.007906275,0.0030783447,0.003219704,0.008323843
0.0060893726,0.009193706,0.0067557506,0.005111445
0.0021875903,0.003334397,0.002951461,0.0019320257
0.019788314,0.004335263,0.003714643,0.016950129
0.0063195843,0.0027611598,0.0029175668,0.0066455174
0.0044804974,0.0147739025,0.009017257,0.0039006134
0.0054473835,0.013597816,0.00869543,0.0046686246
0.0121959485,0.013383665,0.009327088,0.009223155
0.015370176,0.0059710597,0.005248485,0.0136301005
0.0066404636,0.009880019,0.0071264235,0.0054395534
0.006635572,0.0049595316,0.0044455584,0.0061497884
0.0133427,0.0076395557,0.0060469634,0.010665575
0.007874168,0.0032774096,0.0033826607,0.008177794
0.010772183,0.010177841,0.007458903,0.008276117
0.005139968,0.0044482904,0.0039558057,0.0048477417
0.0046863933,0.006492986,0.0051855203,0.0040866216
0.0021350859,0.0045767636,0.0037940864,0.0018209959
0.012618292,0.010821648,0.00796268,0.009709585
0.009932931,0.014362288,0.009822683,0.007613338
0.018003592,0.01398757,0.01001274,0.014679467
0.003278037,0.006056833,0.0048279986,0.0026933558
0.009102593,0.0060743894,0.0052474146,0.008155955
0.005409234,0.00962374,0.0068534263,0.004635881
0.013466044,0.006570816,0.00556617,0.011623597
0.009825253,0.017129993,0.011384442,0.0076802163
0.013788367,0.012052109,0.008743235,0.01054228
0.008608879,0.0057909964,0.005080616,0.007822785
0.016491957,0.010044211,0.0075951046,0.013192767
0.0047917166,0.001795038,0.0020112176,0.005394662
0.012014503,0.018195692,0.011403623,0.00888901
0.009267886,0.011231241,0.008008376,0.007210857
0.012035419,0.0077331117,0.0061345417,0.009700311
0.014774153,0.009965518,0.007479767,0.011698499
0.0067817555,0.004892296,0.0044410196,0.0063369456
0.0055395416,0.007902676,0.006068301,0.004842946
0.012839078,0.009662479,0.0072583645,0.010179945
0.015129208,0.013378579,0.009581211,0.011803123
0.0047196858,0.005396724,0.0045151645,0.004245957
0.01594122,0.008671525,0.006720467,0.012629276
0.010118608,0.010219006,0.007464995,0.007824947
0.0073725716,0.0047469703,0.004438166,0.007100159
0.0055810525,0.0059937723,0.0050065494,0.005101125
0.006585427,0.0026330815,0.0028173474,0.0070186844
0.005828561,0.005446314,0.0047119777,0.0054064877
0.0051700165,0.002814023,0.0028573154,0.005209517
0.0030325283,0.008455951,0.0056668445,0.0026335297
0.012084744,0.008571724,0.0065270485,0.009402742
0.0099911615,0.0057231826,0.005078678,0.009264834
0.008702206,0.0060606007,0.0052038804,0.007697148
0.009158922,0.0056452057,0.0049786833,0.008348108
0.012128782,0.0061219893,0.005370964,0.011199989
0.0087989895,0.007930743,0.0061919685,0.0071954024
0.01383144,0.0057977648,0.0051776376,0.012760857
0.020375954,0.014285424,0.010680126,0.016576223
0.017232485,0.0049075386,0.0043861577,0.015216434
0.011185635,0.006945317,0.005780623,0.009740418
0.0079800105,0.0048506754,0.004493202,0.007608991
0.011390042,0.0049917414,0.0047159693,0.011432036
0.008630091,0.003730274,0.0037537517,0.00889827
0.0065060663,0.014300917,0.009277869,0.0053594187
0.018465124,0.012310767,0.008944504,0.014903605
0.012583372,0.011514303,0.008387819,0.009538942
0.009056235,0.0059353276,0.005164879,0.008169487
0.004346057,0.011347461,0.0071498738,0.0038767832
0.0033579376,0.0044598016,0.0038454034,0.002872374
0.012409272,0.0077174017,0.00619174,0.010259976
0.012109395,0.008454683,0.0064884108,0.009459665
0.005318463,0.008736728,0.0064684674,0.0045753494
0.012279155,0.007401364,0.006023816,0.0103151575
0.012606191,0.006956861,0.00576022,0.010666028
0.0075444556,0.011782485,0.008225362,0.0060051894
0.0037653388,0.0073308763,0.005457424,0.0032036507
0.010246775,0.011097443,0.007979747,0.00788385
0.0063693016,0.0024188268,0.0025939364,0.007165909
0.004186683,0.01889977,0.010691327,0.0037804006
0.007022228,0.011989036,0.008296995,0.0056259907
0.009125335,0.0059020873,0.0051545305,0.008275358
0.016184451,0.012590685,0.009095336,0.012772828
0.0046480806,0.0026134297,0.0026324054,0.0046651643
0.0151089225,0.02003009,0.011961753,0.01065779
0.014325701,0.023837192,0.013448769,0.010152802
0.010761482,0.012885606,0.009013896,0.008173307
0.006724721,0.0045534624,0.004251501,0.006416388
0.006923425,0.0024650206,0.0025413553,0.008802916
0.0032380107,0.021124365,0.0109502515,0.0030130653
0.00842854,0.01530805,0.01022202,0.0065554734
0.009736504,0.010348,0.0075146663,0.007549331
0.0073644766,0.0031001137,0.0032299655,0.0076480666
0.018852938,0.0059757624,0.004918649,0.015438556
0.008852696,0.025892586,0.016109653,0.006724256
0.014319837,0.011325966,0.008296214,0.011231622
0.0052136034,0.004624939,0.0040832525,0.0048994133
0.011097768,0.014632732,0.010083526,0.008463967
0.006603433,0.0048966156,0.0044183754,0.006158578
0.014726441,0.007222663,0.005919428,0.012137453
0.004393208,0.014683158,0.008927995,0.0038317975
0.015549181,0.030221518,0.018069897,0.011608371
0.007152751,0.0059294086,0.0050252164,0.006333289
0.0056872447,0.016015653,0.010068559,0.004816205
0.016856272,0.009888265,0.0074752797,0.013320966
0.0074436083,0.008407116,0.0063878843,0.006151881
0.021936301,0.008006102,0.006433596,0.01746507
0.0057639023,0.004123729,0.0038634387,0.005575638
0.0063858274,0.0044346848,0.004126139,0.0060956636
0.00994574,0.013984158,0.009585866,0.0076026674
0.014580968,0.02617756,0.014845778,0.010313133
0.004909304,0.011935271,0.0076880045,0.0043275426
0.0072448878,0.008292209,0.0063390443,0.006045708
0.0042109224,0.007956724,0.005833523,0.0036082251
0.017749595,0.008655192,0.006666811,0.0141755035
0.0023120882,0.0072935577,0.0052319756,0.0018336559
0.0038923146,0.004405495,0.0038249744,0.0034608275
0.0059311115,0.009616061,0.0069642006,0.0049608755
0.0061939172,0.0055796052,0.0047994126,0.005667605
0.002545736,0.015048904,0.008021527,0.0022937611
0.0040962533,0.002016455,0.0021130652,0.0041934554
0.012785064,0.010417917,0.0077216094,0.009937404
0.0015913426,0.0030130867,0.0026257758,0.0014158931
0.0055290945,0.0032627764,0.00323465,0.0055051264
0.0011682843,0.0076482915,0.005025488,0.00091376447
0.008330769,0.012215529,0.008509894,0.0065380377
0.009890002,0.0033480055,0.003369229,0.011558423
0.006250665,0.0082583595,0.006290411,0.0053360844
0.007575818,0.011020423,0.007786469,0.0060334564
0.0027357906,0.004797218,0.0039718873,0.002311226
0.0072760745,0.012506301,0.008604266,0.0057974407
0.02066069,0.009627304,0.007466041,0.016641214
0.010678016,0.007172483,0.005883947,0.009143707
0.0061182133,0.007842907,0.0060605234,0.0052811094
0.004231097,0.002711137,0.002633502,0.0041707335
0.004298571,0.0075468663,0.0056612454,0.0036804283
0.008375863,0.0064412574,0.005378506,0.0071885656
0.0026566796,0.01185782,0.0066533973,0.002410256
0.009585181,0.010950555,0.007856194,0.007428282
0.014587472,0.009101514,0.006975871,0.011610258
0.007315631,0.012246742,0.00846381,0.0058306474
0.005871303,0.004931369,0.0044053695,0.0055403505
0.0037482043,0.015105418,0.008807544,0.0032947809
0.02436556,0.009399021,0.0073241405,0.019301862
0.0019262882,0.0034384485,0.0029804124,0.0016927005
0.00414359,0.011777872,0.0072973385,0.0036939622
0.010139814,0.015730537,0.010649538,0.007784181
0.013326088,0.010595408,0.007841156,0.010412554
0.006948765,0.0056624906,0.0048579844,0.006220287
0.005407198,0.003786846,0.0035756105,0.0052545783
0.007621242,0.008749953,0.006562334,0.0062227487
0.009328828,0.013315972,0.009173353,0.007191724
0.010925367,0.0062933327,0.0054316293,0.009905422
0.00916627,0.009203645,0.006831547,0.0072111706
0.012591231,0.03386358,0.023253528,0.009673889
0.015278753,0.009158266,0.007020719,0.012161007
0.014014744,0.011393215,0.0083220685,0.010952734
0.011520747,0.017307382,0.011335901,0.008676437
0.0134641,0.011189728,0.008199899,0.010441451
0.012763711,0.0097550275,0.007298593,0.010020561
0.002539497,0.00094267214,0.00095386343,0.005674623
0.0035733583,0.013713835,0.008020654,0.0031730114
0.008082429,0.004510512,0.0043080472,0.007990992
0.008896243,0.0041424613,0.0040743886,0.009073346
0.006279524,0.005243752,0.0046194694,0.0058243647
0.002370706,0.0063171415,0.004878058,0.0019407065
0.017234601,0.009226894,0.00712637,0.013806618
0.008512952,0.00630717,0.00533779,0.007412281
0.0045101903,0.0063372157,0.005093639,0.0039083525
0.0044135232,0.01397554,0.008566998,0.003870711
0.008436175,0.012176924,0.008506105,0.0066224965
0.011303363,0.010907166,0.007920589,0.008625792
0.014336747,0.004100597,0.004049531,0.014011266
0.016857166,0.012044471,0.008764825,0.013260016
