Asset1,Asset2,Asset3,Asset4
0.009018754,0.017745273,0.008761888,0.0073260376
0.016813371,0.016411405,0.013376119,0.027801074
0.007998858,0.01199841,0.008192701,0.0059169442
0.0132806655,0.023620745,0.02410156,0.015066301
0.0046963478,0.00610285,0.006814602,0.011339406
0.009614346,0.009863095,0.008325186,0.014582229
0.014655004,0.018692492,0.012517448,0.011099401
0.007736929,0.005747968,0.0063882754,0.011108244
0.019384684,0.008710689,0.011986004,0.018729383
0.02348968,0.02836667,0.02076093,0.028695468
0.023339972,0.0052094543,0.007038946,0.013907211
0.013554873,0.011883161,0.010744743,0.0076477192
0.011413732,0.006505829,0.008474844,0.013035837
0.008135814,0.013418593,0.0060628643,0.009027272
0.009282158,0.0020723045,0.003832613,0.0027388926
0.023317143,0.011011302,0.008939146,0.011658476
0.00826524,0.010132769,0.009481337,0.011026693
0.013621496,0.016546253,0.013619176,0.01773875
0.0059306165,0.0055884724,0.005424522,0.007452103
0.010178431,0.017559929,0.007823666,0.017957242
0.020562287,0.011444721,0.013966121,0.015166569
0.006189924,0.0063216067,0.011659591,0.009898068
0.013579614,0.014976383,0.014854345,0.01749333
0.008027763,0.015739378,0.005393503,0.013512717
0.003104758,0.0088748485,0.006537921,0.0048764474
0.0075416714,0.021123556,0.022228584,0.012097855
0.009463442,0.0111348005,0.014754855,0.013979352
0.010663446,0.0032195158,0.0029060263,0.0020902427
0.010477719,0.010931001,0.011350493,0.010990576
0.016127983,0.003574644,0.011535629,0.0046357783
0.011767441,0.0017944752,0.0032469435,0.006296245
0.0083672125,0.009517553,0.007983492,0.0138027165
0.015869025,0.016010288,0.024576534,0.024799861
0.010097452,0.0043608355,0.006734902,0.009306227
0.009936123,0.01743006,0.008706317,0.017435687
0.0125876935,0.014957571,0.009114748,0.027415067
0.014158163,0.014332193,0.010543741,0.019407611
0.021653181,0.018998127,0.011255329,0.018415872
0.0032137337,0.009057858,0.003933972,0.006357432
0.0068823593,0.0071646916,0.007503745,0.005316195
0.018177234,0.013334894,0.018661737,0.013517967
0.013687179,0.013324897,0.012088359,0.016284503
0.0101146875,0.020103494,0.015424184,0.0068536666
0.025992397,0.014988508,0.022510627,0.026242059
0.010540518,0.013321393,0.011318694,0.014952198
0.01320993,0.016895894,0.0055037695,0.014458435
0.033413008,0.03545438,0.050505616,0.06128952
0.0152172195,0.008703791,0.0067875977,0.009697274
0.0014643101,0.0025066647,0.0021810825,0.0021361976
0.010322271,0.0034182682,0.004477589,0.009122283
0.0064790086,0.0020457015,0.0017559037,0.0057756007
0.009498001,0.0016830354,0.0064564175,0.0114016
0.03223154,0.029351037,0.042123526,0.019040596
0.009572361,0.013577008,0.007764315,0.019854214
0.004082843,0.0031468691,0.0053282944,0.013931472
0.02228216,0.0098129995,0.016748693,0.012580612
0.013208669,0.011299554,0.009146867,0.017696617
0.038327746,0.05039894,0.040447194,0.06276236
0.0046272995,0.0061301272,0.0030175636,0.0055542137
0.03439322,0.009610786,0.018938629,0.023537459
0.008490248,0.01431483,0.011626323,0.015546793
0.035522163,0.038184088,0.019411288,0.028538909
0.0032622744,0.0051174206,0.0035834662,0.010133128
0.02432542,0.0045175124,0.004820263,0.004829827
0.0017242685,0.0024991124,0.0033113977,0.006386517
0.010746557,0.02070306,0.012425682,0.012468879
0.0048340303,0.004285916,0.0034509592,0.0025776497
0.021459179,0.004828143,0.010769871,0.014600467
0.014698115,0.0050615566,0.012440253,0.0181945
