,latent_mean_0,latent_logvar_0,Gaussian_latent_var_feature_{i}
0,0.005163,-0.01223957,-0.5484885
1,0.005163,-0.01223957,-1.2449058
2,0.005163,-0.01223957,-0.5346279
3,0.005163,-0.01223957,-0.3692012
4,0.005163,-0.01223957,-1.0327382
5,0.005163,-0.01223957,-0.98938036
6,0.005163,-0.01223957,-0.6472553
7,0.005163,-0.01223957,0.7355894
8,0.005163,-0.01223957,-0.5010452
9,0.005163,-0.01223957,-0.37291726
10,0.005163,-0.01223957,0.55107456
11,0.005163,-0.01223957,0.5646278
12,0.005163,-0.01223957,-0.7187717
13,0.005163,-0.01223957,-0.03382134
14,0.005163,-0.01223957,0.76544124
15,0.005163,-0.01223957,0.8034005
16,0.005163,-0.01223957,1.079202
17,0.005163,-0.01223957,0.413861
18,0.005163,-0.01223957,-0.00865672
19,0.005163,-0.01223957,0.74284077
20,0.005163,-0.01223957,-0.034619935
21,0.005163,-0.01223957,0.41009897
22,0.005163,-0.01223957,0.04591723
23,0.005163,-0.01223957,0.8941243
24,0.005163,-0.01223957,0.09750539
25,0.005163,-0.01223957,1.1199393
26,0.005163,-0.01223957,-2.011577
27,0.005163,-0.01223957,-0.37073752
28,0.005163,-0.01223957,0.25600955
29,0.005163,-0.01223957,-0.24116553
30,0.005163,-0.01223957,0.094555
31,0.005163,-0.01223957,-0.014593269
32,0.005163,-0.01223957,1.1370983
33,0.005163,-0.01223957,-0.20615971
34,0.005163,-0.01223957,0.43887836
35,0.005163,-0.01223957,-0.43209207
36,0.005163,-0.01223957,2.5019264
37,0.005163,-0.01223957,0.40881056
38,0.005163,-0.01223957,0.19562124
39,0.005163,-0.01223957,0.2643881
40,0.005163,-0.01223957,1.3518736
41,0.005163,-0.01223957,-0.9258004
42,0.005163,-0.01223957,-0.67442465
43,0.005163,-0.01223957,-0.7317432
44,0.005163,-0.01223957,2.4927566
45,0.005163,-0.01223957,0.07501564
46,0.005163,-0.01223957,-1.1201125
47,0.005163,-0.01223957,1.437419
48,0.005163,-0.01223957,0.19410387
49,0.005163,-0.01223957,-0.13126203
50,0.005163,-0.01223957,0.85418016
51,0.005163,-0.01223957,-0.86431324
52,0.005163,-0.01223957,0.8946728
53,0.005163,-0.01223957,-0.019885443
54,0.005163,-0.01223957,0.7632852
55,0.005163,-0.01223957,0.28346017
56,0.005163,-0.01223957,-0.008287011
57,0.005163,-0.01223957,0.0013437057
58,0.005163,-0.01223957,-0.966198
59,0.005163,-0.01223957,-0.4290164
60,0.005163,-0.01223957,-0.18356794
61,0.005163,-0.01223957,-0.35094967
62,0.005163,-0.01223957,-0.39415517
63,0.005163,-0.01223957,-0.9888694
64,0.005163,-0.01223957,-0.60086274
65,0.005163,-0.01223957,0.41440526
66,0.005163,-0.01223957,1.0033991
67,0.005163,-0.01223957,0.36321846
68,0.005163,-0.01223957,0.2806944
69,0.005163,-0.01223957,-0.52052385
70,0.005163,-0.01223957,1.3930256
71,0.005163,-0.01223957,-0.6498256
72,0.005163,-0.01223957,-0.33159372
73,0.005163,-0.01223957,0.9024599
74,0.005163,-0.01223957,-0.5893348
75,0.005163,-0.01223957,-1.780668
76,0.005163,-0.01223957,1.5992997
77,0.005163,-0.01223957,2.5903187
78,0.005163,-0.01223957,0.6860089
79,0.005163,-0.01223957,1.2621818
80,0.005163,-0.01223957,0.61904114
81,0.005163,-0.01223957,-0.40510568
82,0.005163,-0.01223957,-0.41807234
83,0.005163,-0.01223957,-0.18109383
84,0.005163,-0.01223957,1.0375695
85,0.005163,-0.01223957,0.102127604
86,0.005163,-0.01223957,-0.8277883
87,0.005163,-0.01223957,1.2524717
88,0.005163,-0.01223957,0.8599072
89,0.005163,-0.01223957,1.3645692
90,0.005163,-0.01223957,1.0056311
91,0.005163,-0.01223957,0.6056276
92,0.005163,-0.01223957,0.28701162
93,0.005163,-0.01223957,0.08538126
94,0.005163,-0.01223957,0.8643424
95,0.005163,-0.01223957,0.4106871
96,0.005163,-0.01223957,0.16322275
97,0.005163,-0.01223957,-0.30925754
98,0.005163,-0.01223957,0.057891876
99,0.005163,-0.01223957,0.3850704
100,0.005163,-0.01223957,0.7107457
101,0.005163,-0.01223957,-1.5679383
102,0.005163,-0.01223957,-0.44831178
103,0.005163,-0.01223957,0.045991533
104,0.005163,-0.01223957,-1.3774016
105,0.005163,-0.01223957,-0.3212609
106,0.005163,-0.01223957,0.17036448
107,0.005163,-0.01223957,0.15054315
108,0.005163,-0.01223957,-0.21410838
109,0.005163,-0.01223957,1.8727008
110,0.005163,-0.01223957,-0.85042375
111,0.005163,-0.01223957,-0.2098344
112,0.005163,-0.01223957,1.5668973
113,0.005163,-0.01223957,-0.8038448
114,0.005163,-0.01223957,-0.24791493
115,0.005163,-0.01223957,-0.5023239
116,0.005163,-0.01223957,-0.35762
117,0.005163,-0.01223957,-0.08698403
118,0.005163,-0.01223957,0.7740074
119,0.005163,-0.01223957,0.44014373
120,0.005163,-0.01223957,0.43298978
121,0.005163,-0.01223957,-1.4975197
122,0.005163,-0.01223957,-1.2639849
123,0.005163,-0.01223957,0.13941969
124,0.005163,-0.01223957,0.44960436
125,0.005163,-0.01223957,1.3858961
126,0.005163,-0.01223957,-0.7810223
127,0.005163,-0.01223957,0.26614523
128,0.005163,-0.01223957,-0.5179792
129,0.005163,-0.01223957,0.8218551
130,0.005163,-0.01223957,-0.21138342
131,0.005163,-0.01223957,0.08982725
132,0.005163,-0.01223957,-0.88742065
133,0.005163,-0.01223957,0.41063657
134,0.005163,-0.01223957,-0.53047067
135,0.005163,-0.01223957,-0.22386613
136,0.005163,-0.01223957,0.06836368
137,0.005163,-0.01223957,-0.5153686
138,0.005163,-0.01223957,0.75638723
139,0.005163,-0.01223957,1.8031379
140,0.005163,-0.01223957,-0.011792208
141,0.005163,-0.01223957,0.60826266
142,0.005163,-0.01223957,-0.85287833
143,0.005163,-0.01223957,0.52952194
144,0.005163,-0.01223957,-1.381064
145,0.005163,-0.01223957,-0.61104393
146,0.005163,-0.01223957,-0.31159014
147,0.005163,-0.01223957,-0.85527945
148,0.005163,-0.01223957,0.54513973
149,0.005163,-0.01223957,-1.9938568
150,0.005163,-0.01223957,1.0439048
151,0.005163,-0.01223957,0.6047972
152,0.005163,-0.01223957,0.64989024
153,0.005163,-0.01223957,-1.260644
154,0.005163,-0.01223957,-0.122289315
155,0.005163,-0.01223957,1.2587017
156,0.005163,-0.01223957,-0.75612503
