Asset1,Asset2,Asset3,Asset4
0.013737391,0.002437651,0.0031794703,0.0069615035
0.0007299581,0.013938483,0.0010025568,0.0005377831
0.005203969,0.0062666293,0.0029924975,0.0056776693
0.011228964,0.031871572,0.0071428227,0.017326647
0.011037587,0.008496359,0.003785497,0.0066031488
0.004774563,0.007125483,0.0041705673,0.017796403
0.0015808045,0.0016401627,0.0008367558,0.0085417945
0.010286951,0.026733514,0.0041221282,0.0077882116
0.014721488,0.0055883904,0.0030184472,0.014894464
0.011883917,0.009171937,0.0031934802,0.01013608
0.0033156008,0.011998885,0.0048149847,0.0089414315
0.003888139,0.010966056,0.002932734,0.0067602
0.010058212,0.021404337,0.005310855,0.006449459
0.019975629,0.014306067,0.008674116,0.023389863
0.015373069,0.009825281,0.0049011065,0.011008326
0.0044536325,0.030586388,0.0025706112,0.016184814
0.0023124702,0.009759302,0.00215896,0.0024313997
0.0044066724,0.0052618976,0.0054328507,0.0115443645
0.0078612985,0.0018695804,0.0026371365,0.009534767
0.014378883,0.033436533,0.004810403,0.007349078
0.033038698,0.049779516,0.010742336,0.03400186
0.010676373,0.006207984,0.006226961,0.010338105
0.016236296,0.05876255,0.010398035,0.01667256
0.019736703,0.014373903,0.0112865195,0.010367706
0.016274568,0.030513357,0.0089103645,0.012427782
0.009935247,0.0144287655,0.0032720943,0.0104365675
0.012485378,0.025633447,0.015270505,0.01834264
0.044801112,0.015021372,0.014218629,0.037915885
0.011195057,0.04064541,0.009046762,0.012422358
0.009409487,0.012544572,0.013091838,0.02082929
0.0055938014,0.042714234,0.007369417,0.0027150603
0.0048058354,0.011880205,0.0032477384,0.010695191
0.0113095995,0.021576215,0.0037688783,0.013681522
0.01030956,0.008860633,0.003347304,0.010550624
0.0033300915,0.004641311,0.00097260927,0.008043568
0.03099344,0.07411023,0.01922963,0.02916025
0.014198712,0.027633877,0.0064079035,0.023660049
0.04299912,0.004561283,0.0054369024,0.021751367
0.019273603,0.04646663,0.008653687,0.01527924
0.004631105,0.06270641,0.0048678885,0.009629095
0.006359071,0.022976797,0.0019124646,0.016906336
0.00649278,0.00575703,0.004337556,0.008283153
0.006416735,0.009332689,0.003985511,0.00873774
0.0069267275,0.009766894,0.0024703543,0.009994534
0.0050762547,0.030277204,0.009118758,0.014147072
0.023482168,0.02569373,0.01457307,0.03483173
0.008337308,0.0425271,0.0044225273,0.010164984
0.0044670696,0.015793743,0.0031131832,0.0065234695
0.008758253,0.010520163,0.0027626257,0.018221984
0.0018551359,0.02087033,0.0018977816,0.0037243601
0.005064516,0.011841855,0.0031717448,0.008176108
0.011887853,0.029375257,0.0049946764,0.010903803
0.0044601257,0.0015182269,0.0017652384,0.009368901
0.005015617,0.0140351,0.003544177,0.005532803
0.010844014,0.028882291,0.0059341285,0.007090521
0.0068610967,0.019758321,0.00434808,0.009286851
0.02658563,0.0012827892,0.0034669307,0.0072179907
0.02810279,0.022649363,0.016225789,0.015162375
0.0018730325,0.008609746,0.0017574462,0.0062752943
0.016086685,0.0031724598,0.0035554846,0.009171152
0.008177863,0.021792933,0.0061144214,0.012075774
0.0039104563,0.033747956,0.00283725,0.015111485
0.008728309,0.013838331,0.003112266,0.017186461
