0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
-1.299472,-1.2873944,0.67238265,1.9659079,-1.348816,0.8168585,-0.53159666,0.58849406,-0.32120577,-0.89393866,-1.0413188,-0.082716495,1.2298853,0.48932964,1.0989064,0.22391312,0.3275777,-0.68540454,-0.3797795,-0.23335807,1.1236024,-0.87040055,-1.5521917,0.29348052,-0.95109385,1.6915773,1.1511761,-0.54405826,-0.23293653,0.61550677,-0.47659057,-1.0908225,-1.6447269,-1.0127951,0.015783126,-0.041204937,0.48148808,0.17860402,0.80300415,0.19231279,-0.49443462,-0.9553914,2.284049,-1.4807137,-1.0024414,-0.8935773,-1.223271,-1.1716882,-0.66944546,-1.6175125,0.01734072,1.1564041,-0.066561915,-0.78535163,-1.2375281,-1.7874813,-1.0731413,-1.5428132,-1.686288,0.310848,0.8583704,-0.56265825,1.5045537,-1.098706,1.3436046,-1.025052,0.48107922,-0.32708842,1.3943812,-1.1528318,0.43566272,0.17328335,-0.56231487,1.1578486,2.4543414,0.32385656,2.3267145,1.0774838,0.28673625,0.103135236,0.10406591,-1.2282419,0.5198049,0.0028874616,0.32011205,-0.13925894,-0.79716855,0.62883276,-0.5688312,1.5868113,-1.4898494,0.4065788,-0.026221383,0.6340195,-0.21385148,-0.78568786,1.1394372,-2.0032318,0.4091269,0.28883922
0.62529564,-0.64344066,0.8567601,0.084760875,-0.15902615,0.16881415,0.93729144,1.7026219,-0.08120181,0.5722598,-0.2736456,1.3433924,0.9632987,-1.2784696,0.38962516,-1.1460555,1.4129326,0.052440684,-0.3175224,0.0017519023,0.5381619,-0.60062,0.04189018,1.4433559,1.1242455,1.1550807,0.5170379,-0.5986606,-0.5812981,0.553489,-0.15682223,-0.2510431,0.92228895,-0.256877,1.0926461,-0.09540353,-0.08754529,0.9921807,1.2121478,-1.1016201,-1.8593262,0.87053233,-0.2226531,0.3675603,-1.0421137,0.9034462,0.40312013,0.5115068,1.0636055,0.65860224,1.3277429,-0.31276685,1.839268,0.78801924,-0.4538615,-0.8845196,0.30859318,-0.43997273,-1.1135309,1.9195046,0.76957494,-0.9111359,-1.1686074,0.29117608,1.7433475,0.85477614,-0.04671265,-0.71350443,-0.8205401,-0.6949532,-0.13829276,-0.38808966,-0.28725564,0.36349732,-0.31410322,-0.58563954,-1.2694179,2.0041862,-0.49706545,-1.5002669,-0.07360203,0.97372395,0.40196642,-0.66543096,-0.07285948,0.06652672,0.7006672,0.0027608925,-0.9295804,1.4631693,-0.9008642,1.3358996,-0.21570404,-2.423138,3.0242486,1.3468031,1.0746351,2.6247365,-0.7881024,-1.1874932
0.051322114,-0.7177539,0.39799854,0.2046538,-1.5330528,0.10610777,-0.121530384,-0.31444266,0.932044,-0.78385645,0.46527284,-1.3401177,1.4833072,1.8386163,-1.1483006,1.1174747,-0.33434755,-0.60594505,-0.5592615,0.037761133,-1.3273073,0.6423548,-1.4375587,-0.29408407,0.1595326,-0.37774107,0.23306982,-0.7979666,-0.4164255,-1.1340712,0.27774957,-0.26092362,0.29735708,0.43386933,0.19808173,-0.35843304,1.9282335,-0.2040972,-0.26449415,0.7422495,-2.4251342,0.3768939,-0.19571619,0.138756,0.13557236,-2.1335151,-0.33829784,-0.14878516,-0.41499794,0.36241907,2.0816116,-1.3820572,-1.7995709,0.9772794,-1.4236013,0.8320493,-0.34526756,1.3076056,-0.8252669,0.8304894,0.37851217,2.0686471,-0.1941562,0.7925841,-0.67765343,0.498662,1.281709,1.1647645,0.439257,1.0517613,-1.320568,1.0766431,2.3433673,0.46616864,-1.3433374,-0.18647265,0.29345652,0.11027024,2.2145727,-0.43377027,-0.37217098,0.60858667,0.3526493,-1.094235,-0.5091207,-0.87321657,0.4212504,1.6356639,-0.557007,-1.2480106,0.94364905,0.5830423,-0.49106184,-0.7463853,-0.1804553,0.5655312,0.8688988,-0.61406773,-0.8528189,-0.5044145
-1.1543918,0.14870927,-0.24458566,-0.08071036,-0.7321067,0.65816027,0.0008064357,-0.23289768,0.56951636,-0.31222796,-0.77658546,-0.3899645,0.29763687,0.39044982,2.2810886,-1.7777292,1.9721636,-1.496123,1.2855667,1.5583181,1.9741566,-1.4656956,-1.7246783,-0.87100583,-2.5155795,-0.74512,1.0343614,-3.1402488,-0.50631726,0.059515074,0.83206445,0.691938,1.8810186,0.70969534,-1.5186892,-0.81915045,-0.97948277,0.94042563,-0.25081626,0.25557566,-1.453777,-0.5347471,-1.554695,-1.3018506,0.62569046,0.44736347,0.7357321,1.4220634,-0.4382383,-0.13998275,-1.3774194,-1.7923961,1.7156061,0.09004428,0.10286563,0.11451801,-0.8684471,0.5000775,0.4833585,-0.21608719,1.2123519,-0.020413376,0.3097224,1.3308724,0.73859686,-0.6127979,1.6983534,0.14573853,0.36602503,0.48955968,0.457091,0.6511342,-0.1070235,0.5781074,-1.0150064,1.8737167,0.11090765,0.35668764,1.5536282,1.0954523,-0.7639902,0.17534666,-0.35929707,-1.3185675,-1.3991176,-0.5193138,1.524377,0.8786113,0.8885848,-0.5313573,0.7515129,0.58325464,0.2970066,0.5799114,-0.3705847,0.5292155,-0.4216863,1.0454264,-1.3747593,0.32550818
-0.7272791,-0.015635043,1.0375553,2.943254,1.0827582,0.2810902,-0.77506876,-1.1210908,-0.71238846,1.4034275,-0.3003188,0.60624254,-0.9483215,-0.5193017,0.32122314,0.90081763,-0.16978903,0.7510788,-0.077724084,-0.24897605,0.007977653,0.44059542,0.68084544,-0.53509426,0.7949209,0.85350585,-0.22168879,0.011132738,-0.16418062,-0.24454212,0.26841524,0.15328878,-2.123255,0.8052436,0.6899125,-0.98188305,-0.7429601,-0.88540214,-0.1816192,-1.1780328,0.8832674,-0.35833985,-0.64893734,-0.012706059,0.6135993,0.10040327,-1.387348,-0.69954544,0.82703763,-1.6433054,-0.83546305,-1.330058,-0.9384501,0.39451164,0.069837965,-0.12189215,1.152761,-0.07591058,0.34246182,0.7709999,1.2088283,-0.064092,2.0924804,-0.47038913,1.3275003,0.7894142,0.9968824,-1.187449,0.24851292,-0.5771659,0.9759511,0.15348496,-0.79613674,-0.03798905,-0.048748747,-1.2347366,0.09517859,0.80012125,1.3109192,-0.9079978,-0.47487888,-1.1137226,-0.55321634,0.5574246,0.559662,0.75875986,0.6943589,0.8491178,0.4666315,1.2569482,-0.5757278,-1.2336906,-1.8496414,0.20021765,1.9862593,-0.012724501,0.25515127,0.18947239,-0.82722235,-1.21596
0.4452329,-0.0044017793,1.3601755,0.723068,-1.4784697,0.043519363,-0.8244365,-0.31172615,-0.44325534,-0.3251028,0.9922473,-0.06820628,-1.0878966,0.72684556,-1.627677,1.290688,-0.33887145,-0.15486735,-0.6567795,1.2312933,0.17444767,-1.8083028,0.16448383,2.418881,1.2086363,-0.060718767,0.42988315,2.3982477,-0.26412848,-0.026033344,-1.1081114,0.21184053,0.2643995,-1.8208463,0.0846651,-1.0248046,-1.1717362,-0.7278389,0.80048287,0.35690576,-0.7125437,1.2858623,0.50692654,-0.039951317,0.23726349,1.4157847,0.9320638,-0.3444865,0.26038256,2.4301124,0.49976707,1.2998053,-0.61008924,1.7009888,-0.020683147,-0.87632525,0.5128773,-0.15442504,-0.22863175,0.47369996,0.873062,-1.207811,1.549873,1.7160488,-0.27759266,-1.0401634,-2.7142324,-0.5703053,-1.0489926,2.5653393,1.1898582,-0.022136107,-2.1077924,0.069004096,-0.8080192,0.0931238,1.0279891,1.4455423,-1.2102808,-0.16034514,-0.49383527,0.44679627,0.42547667,1.2098528,-0.24400665,-0.99814326,-1.0806,1.2239679,1.9201983,2.3606732,0.46869418,0.39592332,-0.6922807,-0.66251105,0.22848825,-0.6331892,-0.7341976,0.41553953,-0.017472215,0.01640157
-0.32685208,0.2778693,-0.9573972,-0.88136387,-0.2674652,-0.10619133,-0.32911268,0.19317228,1.0539416,0.16311628,0.6855424,1.5849707,-0.55284536,-0.27767855,0.63518447,1.1022947,0.45595244,-0.7302322,0.14890839,-0.22219203,-0.46106187,0.8361794,-0.5059609,-1.2442663,-0.3711059,0.9932572,0.16371924,-1.2996396,-0.086086,0.56631875,-0.6177171,1.1937057,-0.47460794,-0.98320615,0.07011802,0.61429054,-0.6449025,-1.8233657,-1.7242389,0.7095238,-0.70093024,-0.0857884,0.7266186,0.7855475,0.14461556,0.39453444,-0.07039695,0.4032527,0.3508148,1.3612821,-0.22083034,-0.69497705,0.10038322,-0.27276188,1.2114156,-0.4239754,-0.48388597,-2.183182,0.3460762,0.48435906,-2.4697568,1.2597804,1.4685847,-0.35522765,1.4045635,1.4545175,-0.28450426,-1.3999915,0.08484495,0.89668983,0.02078901,1.5582778,0.39823928,-0.64131314,-0.16476545,0.9185246,1.0225222,2.120314,0.34185773,0.77566344,-2.2614343,-0.24892537,0.2736515,1.1047494,-0.649637,-0.5722817,-1.0154686,-0.4750581,0.71315306,0.46427602,1.5504,-0.0036450839,3.0670304,0.12945743,-0.9256939,0.872452,1.4086864,2.01921,-1.9315349,0.39391103
0.026638422,0.025161805,-0.7374177,0.8040815,0.80728257,0.0070047015,0.20204437,1.6882712,-0.68995875,-0.03494397,-0.65859425,0.66441613,-0.034165774,0.6122727,0.46129012,-1.5193596,0.040476017,0.8456593,-0.8378923,0.15241529,0.15463053,0.33117384,1.0785443,0.855197,-0.36964425,-0.29009545,1.6053053,1.5978297,-0.6028497,-0.173569,-0.39714822,-0.09758912,-1.0813495,1.9816995,-0.3791728,-1.5534658,0.08459882,-0.46390176,-0.554279,-0.4355862,-0.8208788,0.020066714,-1.0868957,-0.47391158,-1.3252958,-1.4272141,1.757969,-0.056972604,-0.38447464,0.048083413,-0.08053283,1.5401881,0.6292438,-0.7052504,-0.35152313,-2.5651526,0.291375,1.2359874,0.04342977,-0.50235975,-1.4816605,0.61318046,1.503133,-1.0953141,-0.6854283,-0.004306879,-1.9216933,-1.2986379,-1.2123547,-0.37490425,-1.0616274,0.5067845,0.6418349,-0.53618073,1.7428129,-0.31222764,0.45656255,-1.618296,-0.00022207177,-1.9039088,-1.6828725,0.34569633,0.7717698,1.9912633,-0.83773416,0.93083876,-0.76536703,1.6994362,-0.3377186,0.28586885,1.0598294,0.3840864,0.42196664,1.6913034,-1.14976,0.58504385,0.43895838,-1.7538162,0.23559648,1.3807036
-0.6345872,1.5025883,0.15271133,0.052106492,0.49808228,1.2102084,2.7232373,0.9944548,0.008599609,-1.7075505,1.0350586,-1.7687547,-0.8875758,0.27187422,1.1257874,0.89167476,-1.1083895,0.18900311,0.7196865,-0.48061973,0.044145804,2.629488,2.132216,0.27394226,0.07974851,-0.8230529,-1.4812211,-1.076347,0.1479316,0.52524114,-0.75183505,-0.08824415,0.09215278,0.4096405,-0.43979165,-0.23736992,-0.35176027,-1.3040881,-1.6383389,-0.103681795,0.87720907,0.45977283,0.012716798,0.01564848,0.40139222,0.95571595,1.0836031,-2.5266497,0.8002301,0.7453463,-0.7688107,-1.4484823,0.35018367,-0.7115296,0.99146384,0.54971266,0.45141193,0.22047904,0.7017701,-0.43754426,-0.95816517,1.0982763,1.359044,2.5822926,-0.29124242,1.1336651,-1.1754376,-0.19176607,2.109412,1.3585958,-0.42573667,-0.86585426,3.5848403,-3.1278276,2.0009282,-0.059741065,2.0358865,-1.4636203,1.0323786,1.0922585,-1.0096756,1.705592,-1.387574,-0.41175026,-0.7012323,0.45702204,1.5006545,1.5819114,-0.5409169,0.44203055,-0.74873155,0.903863,-0.7780018,0.5066579,2.0231197,-0.64076203,-1.3345505,1.0052642,-0.92591095,2.225383
-0.6741592,0.10134194,1.225675,-1.8342087,1.1617285,-0.9360741,-0.9227514,-0.75944185,-0.37185994,0.4725495,-1.697996,-1.0909905,-0.70910394,-2.3332133,0.57972693,-1.573268,1.4205962,1.30099,0.29061988,-0.54423684,1.4088103,-0.33350348,-1.3768756,0.66228175,1.3040214,0.54235816,2.425322,0.36197278,0.7193176,0.54756004,0.95597506,-1.7738247,0.09631469,-0.27805248,0.36564648,1.3381846,-1.4293343,0.5037329,0.9583044,-1.0441458,0.345711,-1.3893718,0.43725434,0.097037174,-1.0501416,1.6378796,-0.35503724,-0.33687517,-1.0145365,0.13984998,0.045186065,-0.10937061,-0.72499543,0.71076137,0.9682403,-0.6391174,-0.46030566,-1.0796884,0.037830904,-0.22921115,0.3616639,0.4567449,0.58077234,-1.7359372,2.2454767,0.12720993,-0.48944503,0.39609504,0.10930322,-1.3001962,-0.14622252,-0.8754937,-0.4540674,-1.0051427,1.2512627,-0.44560495,0.887796,0.2257893,-0.9251751,1.6895425,-0.29912758,-0.32831404,0.20829353,0.7026043,0.68767565,-0.11699068,-1.2360265,-1.1622316,-2.3496614,0.53568655,0.23912345,-0.26641855,-0.49263415,0.87815905,-0.6492453,-3.4148998,1.1339597,-0.5104136,-0.023525918,-0.7150197
